#
#K.A. Peterson, T.B. Adler, H.-J. Werner, J. Chem. Phys. 128, 084102 (2008). correlation consistent polarized Valence Quadruple- F12 Basis Set for H Recommended F12 exponent for MP2-F12/3C is 1.1 Recommended F12 exponent for CCSD-F12b/3C(fix) is 1.0
#

#BASIS SET:
H s
4.020000E+02 2.790000E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.024000E+01 2.165000E-03 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.373000E+01 1.120100E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.905000E+00 4.487800E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.283000E+00 1.422990E-01 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.655000E-01 3.309790E-01 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00
1.811000E-01 4.362690E-01 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00
7.279000E-02 1.764400E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00
H p
3.259900E+00 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.238900E+00 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00
4.708000E-01 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00
1.789000E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00
H d
1.111100E+00 1.000000E+00 0.000000E+00
3.501000E-01 0.000000E+00 1.000000E+00
H f
4.796000E-01 1.000000E+00
#BASIS SET:
He s
1.145000E+03 3.590000E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.717000E+02 2.771000E-03 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.907000E+01 1.425100E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.104000E+01 5.556600E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.566000E+00 1.620910E-01 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.240000E+00 3.321970E-01 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.473000E-01 4.196150E-01 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00
1.640000E-01 1.861280E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00
4.664000E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00
He p
7.667800E+00 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.765100E+00 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00
9.971000E-01 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00
3.596000E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00
He d
9.239000E-01 1.000000E+00 0.000000E+00
4.420000E-01 0.000000E+00 1.000000E+00
He f
7.445000E-01 1.000000E+00
#BASIS SET:
B s
6.826000E+04 2.400000E-05 -5.000000E-06 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.023000E+04 1.850000E-04 -3.700000E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.328000E+03 9.700000E-04 -1.960000E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
6.604000E+02 4.056000E-03 -8.240000E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.162000E+02 1.439900E-02 -2.923000E-03 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.860000E+01 4.390100E-02 -9.138000E-03 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.098000E+01 1.130570E-01 -2.410500E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.296000E+01 2.338250E-01 -5.475500E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.659000E+00 3.539600E-01 -9.694300E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.556000E+00 3.015470E-01 -1.374850E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.175000E+00 8.752100E-02 -4.456500E-02 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.249000E-01 2.819000E-03 3.243450E-01 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.712000E-01 4.300000E-05 5.704140E-01 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00
6.913000E-02 7.800000E-05 2.434440E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00
2.610000E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00
B p
6.644000E+01 8.380000E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.571000E+01 6.409000E-03 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.936000E+00 2.808100E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.770000E+00 9.215200E-02 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.008000E-01 2.241640E-01 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.901000E-01 3.699150E-01 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.211000E-01 3.744410E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00
4.973000E-02 1.390860E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00
