#
#K.A. Peterson, T.B. Adler, H.-J. Werner, J. Chem. Phys. 128, 084102 (2008). correlation consistent polarized Valence Triple- F12 Basis Set for H Recommended F12 exponent for MP2-F12/3C is 1.0 Recommended F12 exponent for CCSD-F12b/3C(fix) is 1.0
#

#BASIS SET:
H s
8.264000E+01 2.006000E-03 0.000000E+00 0.000000E+00 0.000000E+00
1.241000E+01 1.534300E-02 0.000000E+00 0.000000E+00 0.000000E+00
2.824000E+00 7.557900E-02 0.000000E+00 0.000000E+00 0.000000E+00
7.977000E-01 2.568750E-01 1.000000E+00 0.000000E+00 0.000000E+00
2.581000E-01 4.973680E-01 0.000000E+00 1.000000E+00 0.000000E+00
8.989000E-02 2.961330E-01 0.000000E+00 0.000000E+00 1.000000E+00
H p
1.551300E+00 1.000000E+00 0.000000E+00 0.000000E+00
5.580000E-01 0.000000E+00 1.000000E+00 0.000000E+00
2.007000E-01 0.000000E+00 0.000000E+00 1.000000E+00
H d
4.648000E-01 1.000000E+00
#BASIS SET:
He s
5.285000E+02 9.400000E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.931000E+01 7.214000E-03 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.805000E+01 3.597500E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.085000E+00 1.277820E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.609000E+00 3.084700E-01 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.363000E-01 4.530520E-01 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00
1.833000E-01 2.388840E-01 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00
4.819000E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00
He p
3.702600E+00 1.000000E+00 0.000000E+00 0.000000E+00
1.228400E+00 0.000000E+00 1.000000E+00 0.000000E+00
4.075000E-01 0.000000E+00 0.000000E+00 1.000000E+00
He d
6.525000E-01 1.000000E+00
#BASIS SET:
B s
2.387000E+04 8.800000E-05 -1.800000E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
3.575000E+03 6.870000E-04 -1.390000E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
8.128000E+02 3.600000E-03 -7.250000E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.297000E+02 1.494900E-02 -3.063000E-03 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
7.469000E+01 5.143500E-02 -1.058100E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
2.681000E+01 1.433020E-01 -3.136500E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.032000E+01 3.009350E-01 -7.101200E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.178000E+00 4.035260E-01 -1.321030E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.727000E+00 2.253400E-01 -1.230720E-01 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
4.704000E-01 1.540700E-02 2.618190E-01 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.896000E-01 -3.955000E-03 5.866620E-01 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00
7.394000E-02 1.124000E-03 2.904940E-01 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00
2.721000E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00
B p
2.226000E+01 5.095000E-03 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.058000E+00 3.320600E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.487000E+00 1.323140E-01 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.071000E-01 3.318180E-01 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.812000E-01 4.720630E-01 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00 0.000000E+00
6.463000E-02 2.579790E-01 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00 0.000000E+00
1.878000E-02 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.000000E+00
B d
1.440300E+00 1.000000E+00 0.000000E+00 0.000000E+00
5.333000E-01 0.000000E+00 1.000000E+00 0.000000E+00
1.975000E-01 0.000000E+00 0.000000E+00 1.000000E+00
B f
8.479000E-01 1.000000E+00 0.000000E+00
2.484000E-01 0.000000E+00 1.000000E+00
#BASIS SET:
C s
3.398000E+04 9.100000E-05 -1.900000E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
5.089000E+03 7.040000E-04 -1.510000E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
